Lot,Wafer,Measurement,Temperature_C,Pressure_Torr,TMA_Pulse_s,H2O_Pulse_s,Purge_s,GPC_nm_per_cycle,Film_Thickness_nm,Thickness_Uniformity_1sigma_%,Film_Stress_MPa,Film_Density_g_cm3,Surface_Roughness_nm_RMS,Defect_Density_per_cm2,Cycle_Time_s,Throughput_cycles_per_hour,Thickness_Deviation_%,Thickness_OK,Uniformity_OK,Stress_OK,Density_OK,Roughness_OK,Defectivity_OK,Measurement_OK
1,1,1,200.45707561963164,0.9688004768127851,1.011256767937097,1.0141084707458683,4.804896481134616,0.09889306499621738,10.011460376042791,0.9887258728800747,49.09030406460389,2.9890480950068086,0.20591733194614129,5.5782510591765675,11.635158200952198,309.40705212803925,0.11460376042791154,True,True,True,True,True,True,True
1,1,2,200.45707561963164,0.9688004768127851,1.011256767937097,1.0141084707458683,4.804896481134616,0.09931528610688316,10.001983764540448,0.9887258728800747,49.09030406460389,2.9890480950068086,0.20591733194614129,5.5782510591765675,11.635158200952198,309.40705212803925,0.019837645404479076,True,True,True,True,True,True,True
1,1,3,200.45707561963164,0.9688004768127851,1.011256767937097,1.0141084707458683,4.804896481134616,0.09882002535863202,10.009889406634045,0.9887258728800747,49.09030406460389,2.9890480950068086,0.20591733194614129,5.5782510591765675,11.635158200952198,309.40705212803925,0.09889406634044917,True,True,True,True,True,True,True
1,1,4,200.45707561963164,0.9688004768127851,1.011256767937097,1.0141084707458683,4.804896481134616,0.09910821646094696,10.006921726436149,0.9887258728800747,49.09030406460389,2.9890480950068086,0.20591733194614129,5.5782510591765675,11.635158200952198,309.40705212803925,0.06921726436148745,True,True,True,True,True,True,True
1,1,5,200.45707561963164,0.9688004768127851,1.011256767937097,1.0141084707458683,4.804896481134616,0.09907234348875975,10.017698533285742,0.9887258728800747,49.09030406460389,2.9890480950068086,0.20591733194614129,5.5782510591765675,11.635158200952198,309.40705212803925,0.17698533285742002,True,True,True,True,True,True,True
1,2,1,200.45707561963164,0.9688004768127851,1.011256767937097,1.0141084707458683,4.804896481134616,0.09950800187731415,10.021451909395097,0.9625081421209749,49.43735379841559,2.9831354774451566,0.21064191801635476,5.6322525371506735,11.635158200952198,309.40705212803925,0.2145190939509689,True,True,True,True,True,True,True
1,2,2,200.45707561963164,0.9688004768127851,1.011256767937097,1.0141084707458683,4.804896481134616,0.09995522665675032,10.010769213666823,0.9625081421209749,49.43735379841559,2.9831354774451566,0.21064191801635476,5.6322525371506735,11.635158200952198,309.40705212803925,0.10769213666822706,True,True,True,True,True,True,True
1,2,3,200.45707561963164,0.9688004768127851,1.011256767937097,1.0141084707458683,4.804896481134616,0.09992299510089446,10.034339719545287,0.9625081421209749,49.43735379841559,2.9831354774451566,0.21064191801635476,5.6322525371506735,11.635158200952198,309.40705212803925,0.34339719545286584,True,True,True,True,True,True,True
1,2,4,200.45707561963164,0.9688004768127851,1.011256767937097,1.0141084707458683,4.804896481134616,0.09982969721732292,10.013159310174585,0.9625081421209749,49.43735379841559,2.9831354774451566,0.21064191801635476,5.6322525371506735,11.635158200952198,309.40705212803925,0.13159310174584604,True,True,True,True,True,True,True
1,2,5,200.45707561963164,0.9688004768127851,1.011256767937097,1.0141084707458683,4.804896481134616,0.0998256553994216,10.024919422354374,0.9625081421209749,49.43735379841559,2.9831354774451566,0.21064191801635476,5.6322525371506735,11.635158200952198,309.40705212803925,0.2491942235437428,True,True,True,True,True,True,True
1,3,1,200.45707561963164,0.9688004768127851,1.011256767937097,1.0141084707458683,4.804896481134616,0.09808449538243844,10.031584311730406,0.9950679995046703,50.017175596976024,2.988649938079846,0.2106878444261439,5.074797522836399,11.635158200952198,309.40705212803925,0.31584311730405545,True,True,True,True,True,True,True
