Theta_deg,2Theta_deg,Measured_Reflectivity,Fitted_Reflectivity
0.05,0.1,0.8184722892723126,0.8298843476174969
0.052476238119059535,0.10495247623811907,0.8022795575844635,0.8230322935607836
0.054952476238119066,0.10990495247623813,0.8028711797257997,0.8159006387159798
0.05742871435717859,0.11485742871435718,0.8039847819195762,0.8084964336721623
0.05990495247623812,0.11980990495247625,0.7738752707289198,0.8008269981564456
0.062381190595297654,0.12476238119059531,0.764190390003366,0.792899913757679
0.06485742871435718,0.12971485742871436,0.7748112825079424,0.7847230163900761
0.06733366683341671,0.13466733366683342,0.755205170045841,0.7763043885043054
0.06980990495247624,0.13961980990495249,0.730898245087714,0.7676523510538096
0.07228614307153577,0.14457228614307155,0.7312118930216144,0.7587754552243733
0.0747623811905953,0.1495247623811906,0.7093402890508496,0.7496824739351886
0.07723861930965484,0.15447723861930968,0.6981735402741498,0.7403823931199027
0.07971485742871437,0.15942971485742874,0.694172264613781,0.7308844027963427
0.0821910955477739,0.1643821910955478,0.6605329495751144,0.7211978879338303
0.08466733366683342,0.16933466733366684,0.6509729621439407,0.7113324191271976
0.08714357178589295,0.1742871435717859,0.650781857320644,0.7012977430868054
0.08961980990495248,0.17923961980990497,0.6344392791278671,0.6911037729540545
0.09209604802401201,0.18419209604802403,0.6349852776032711,0.6807605784520466
0.09457228614307155,0.1891445722861431,0.6112310417081761,0.6702783758812242
0.09704852426213106,0.19409704852426213,0.5943729820639829,0.6596675179699604
0.0995247623811906,0.1990495247623812,0.6077939189300806,0.6489384835902307
0.10200100050025013,0.20400200100050025,0.5801617270463977,0.6381018673486141
0.10447723861930966,0.20895447723861932,0.5700716210606065,0.627168369063012
0.10695347673836919,0.21390695347673838,0.5449196645753216,0.6161487831355712
0.10942971485742872,0.21885942971485745,0.5396802361648022,0.6050539878324115
0.11190595297648825,0.2238119059529765,0.5323062345924398,0.5938949344808465
0.11438219109554779,0.22876438219109557,0.5097754066006888,0.5826826365948642
0.11685842921460732,0.23371685842921464,0.5089187599926089,0.5714281589397137
0.11933466733366684,0.23866933466733367,0.4889987972742882,0.5601426065464916
0.12181090545272637,0.24362181090545273,0.4787759619019825,0.5488371136876832
0.1242871435717859,0.2485742871435718,0.46416140209491014,0.5375228328246437
0.12676338169084544,0.2535267633816909,0.468655911816048,0.5262109235380342
0.12923961980990495,0.2584792396198099,0.4435990015247924,0.5149125414522414
0.1317158579289645,0.263431715857929,0.42466435737154407,0.5036388271648199
0.134192096048024,0.268384192096048,0.4246424625004858,0.49240089519198277
0.13666833416708357,0.27333666833416714,0.40010937501152555,0.4812098229411555
0.13914457228614308,0.27828914457228615,0.3970838255160068,0.4700766397215742
0.1416208104052026,0.2832416208104052,0.3729968753103641,0.4590123158038758
0.14409704852426214,0.2881940970485243,0.3655061069400899,0.44802775153957386
0.14657328664332167,0.29314657328664334,0.36285459523563135,0.4371337665512539
0.1490495247623812,0.2980990495247624,0.3547441771265863,0.42634108900425144
0.15152576288144073,0.30305152576288147,0.34103834876902017,0.4156603449704887
0.15400200100050027,0.30800400200100053,0.3291462177490451,0.40510204789506143
0.1564782391195598,0.3129564782391196,0.31809019134055905,0.394676588176055
0.15895447723861933,0.31790895447723866,0.3027553938813789,0.3843942228679587
0.16143071535767883,0.32286143071535767,0.2967574699783409,0.3742650655189231
0.1639069534767384,0.3278139069534768,0.28866066627975395,0.3642990761519654
0.1663831915957979,0.3327663831915958,0.2861167666203034,0.354506051400094
0.16885942971485746,0.3377188594297149,0.2743595861551125,0.344895614805152
0.17133566783391696,0.3426713356678339,0.25758878177463523,0.3354772072900329
0.17381190595297652,0.34762381190595304,0.25780782430212595,0.32626007781372973
0.17628814407203602,0.35257628814407205,0.2474490892812381,0.317253274218513
0.17876438219109558,0.35752876438219117,0.2391207809166332,0.3084656342783212
0.1812406203101551,0.3624812406203102,0.23678327961145493,0.29990577695726284
0.18371685842921465,0.3674337168584293,0.23159279371828215,0.29158209388690554
0.18619309654827415,0.3723861930965483,0.22498708462027606,0.28350274107081347
0.18866933466733365,0.3773386693346673,0.213382938482197,0.2756756308245675
0.19114557278639321,0.38229114557278643,0.2097429235715015,0.2681084239592611
0.19362181090545272,0.38724362181090544,0.2067673616803978,0.26080852221622786
0.19609804902451228,0.39219609804902456,0.2041275645979685,0.2537830609604955
0.19857428714357178,0.39714857428714356,0.19562534221244343,0.247038902140213
0.20105052526263134,0.4021010505252627,0.1927856541692726,0.24058262751901996
0.20352676338169085,0.4070535267633817,0.18688178943573971,0.23442053218806252
0.2060030015007504,0.4120060030015008,0.18382116628428166,0.22855861836407185
0.2084792396198099,0.4169584792396198,0.18701226604775267,0.2230025894796445
0.21095547773886947,0.42191095547773894,0.18649875400264262,0.2177578445715604
0.21343171585792897,0.42686343171585794,0.1810460689382737,0.21282947297268529
0.21590795397698853,0.43181590795397706,0.18285843925801407,0.20822224931269268
0.21838419209604804,0.43676838419209607,0.18046982137701334,0.20394062883253938
0.2208604302151076,0.4417208604302152,0.17755588601719988,0.1999887430173045
0.2233366683341671,0.4466733366683342,0.18050416472744726,0.19637039555169536
0.22581290645322666,0.4516258129064533,0.1843736573932958,0.1930890586021877
0.22828914457228616,0.4565782891445723,0.18124750994346558,0.19014786942945436
0.23076538269134567,0.46153076538269133,0.18720933589527658,0.1875496273343932
0.23324162081040523,0.46648324162081045,0.17766107814834603,0.18529679094074256
0.23571785892946473,0.47143571785892946,0.1896874749863673,0.18339147581692924
0.2381940970485243,0.4763881940970486,0.19050960929573946,0.18183545243945598
0.2406703351675838,0.4813406703351676,0.19270749153153163,0.18063014449979695
0.24314657328664335,0.4862931465732867,0.19758824672952316,0.17977662755642296
0.24562281140570286,0.4912456228114057,0.19547244221402046,0.17927562803323555
0.24809904952476242,0.49619809904952483,0.20537916790684024,0.17912752256534228
0.2505752876438219,0.5011505752876438,0.21217800666741185,0.17933233769275822
0.2530515257628815,0.506103051525763,0.2212390747057973,0.1798897499022723
0.255527763881941,0.511055527763882,0.22050393614068317,0.18079908601736883
0.25800400200100054,0.5160080040020011,0.22564204229432985,0.18205932393574714
0.26048024012006005,0.5209604802401201,0.23320610913946935,0.18366909371363546
0.2629564782391196,0.5259129564782392,0.2452325099440476,0.18562667899574964
0.2654327163581791,0.5308654327163582,0.2504408701843328,0.18793001878940147
0.2679089544772386,0.5358179089544772,0.2548275325258749,0.19057670958091952
0.2703851925962982,0.5407703851925963,0.26691071490058316,0.19356400779220218
0.2728614307153577,0.5457228614307154,0.2736079187765711,0.19688883257488582
0.27533766883441724,0.5506753376688345,0.2859695629141494,0.2005477689392732
0.27781390695347674,0.5556278139069535,0.28778945778293497,0.20453707121483225
0.2802901450725363,0.5605802901450726,0.2986586366078242,0.20885266683875023
