Binding_Energy_eV,Measured_Intensity,Ideal_Spectrum
0.0,0.01897371322408986,0.015
0.20003333888981498,0.01389588592401942,0.015002000333388898
0.40006667777962995,0.020185508971583336,0.015004000666777796
0.6001000166694449,0.027190239851430896,0.015006001000166694
0.8001333555592599,0.013134774335768904,0.015008001333555593
1.0001666944490748,0.013136906011351045,0.01501000166694449
1.2002000333388898,0.02764570452439252,0.015012002000333388
1.4002333722287048,0.021153480166945557,0.015014002333722286
1.6002667111185198,0.011260207579631568,0.015016002667111185
1.8003000500083348,0.0193584833491878,0.015018003000500083
2.0003333888981496,0.011312661791389282,0.015020003333888981
2.200366727787965,0.011296165638715824,0.01502200366727788
2.4004000666777796,0.016959702173195052,0.015024004000666778
2.600433405567595,0.0,0.015026004334055675
2.8004667444574096,0.0012286620073403108,0.015028004667444573
3.000500083347225,0.01053170476690569,0.015030005000833471
3.2005334222370396,0.006929356371546978,0.01503200533422237
3.4005667611268544,0.01754798432837346,0.015034005667611268
3.6006001000166696,0.007771813396830479,0.015036006001000166
3.8006334389064844,0.003739576723706733,0.015038006334389065
4.000666777796299,0.026765196819150395,0.015040006667777963
4.200700116686114,0.013235796597274576,0.015042007001166861
4.40073345557593,0.015584232972059148,0.015044007334555758
4.600766794465745,0.0036480221782370023,0.015046007667944656
4.800800133355559,0.010692946205132094,0.015048008001333555
5.0008334722453744,0.01593738905240138,0.015050008334722453
5.20086681113519,0.005844060048732929,0.015052008668111351
5.400900150025004,0.018059593148265624,0.01505400900150025
5.600933488914819,0.010250899815538709,0.015056009334889148
5.8009668278046345,0.012724459669931833,0.015058009668278046
6.00100016669445,0.010246357103831769,0.015060010001666945
6.201033505584264,0.029880235811127344,0.015062010335055841
6.401066844474079,0.014956032870541269,0.01506401066844474
6.6011001833638945,0.006604323570186435,0.015066011001833638
6.801133522253709,0.02164837063204805,0.015068011335222536
7.001166861143524,0.005303262468843257,0.015070011668611435
7.201200200033339,0.016742920762038375,0.015072012002000333
7.4012335389231545,0.0,0.015074012335389231
7.601266877812969,0.004450524277590686,0.01507601266877813
7.801300216702784,0.016652902889120014,0.015078013002167026
8.001333555592598,0.02098774597551921,0.015080013335555925
8.201366894482414,0.01645295991846459,0.015082013668944823
8.401400233372229,0.014158827743227798,0.015084014002333722
8.601433572262044,0.01267718477100831,0.01508601433572262
8.80146691115186,0.003259838746172099,0.015088014669111518
9.001500250041675,0.009331261335342747,0.015090015002500417
9.20153358893149,0.011406905168211015,0.015092015335889315
9.401566927821303,0.023550993479029537,0.015094015669278213
9.601600266711118,0.0178449623192148,0.01509601600266711
9.801633605600934,0.0009936950931541365,0.015098016336056008
10.001666944490749,0.017692688424603267,0.015100016669444907
10.201700283380564,0.012021358759503272,0.015102017002833805
10.40173362227038,0.009688641333775033,0.015104017336222703
10.601766961160195,0.019999427980338547,0.015106017669611602
10.801800300050008,0.023356014182968107,0.0151080180030005
11.001833638939823,0.022560259289318988,0.015110018336389398
11.201866977829638,0.008398278483997188,0.015112018669778297
11.401900316719454,0.012640319996357476,0.015114019003167193
11.601933655609269,0.0177661267877846,0.015116019336556092
11.801966994499084,0.022922380686923864,0.01511801966994499
12.0020003333889,0.01128662610057157,0.015120020003333888
12.202033672278713,0.01363674852341225,0.015122020336722787
12.402067011168528,0.006273340878063459,0.015124020670111685
12.602100350058343,0.005556368010855217,0.015126021003500583
12.802133688948159,0.021628227916043068,0.015128021336889482
13.002167027837974,0.025979941898844963,0.015130021670278378
13.202200366727789,0.014555941031024606,0.015132022003667277
13.402233705617604,0.023162285520192366,0.015134022337056175
13.602267044507418,0.01802911087082615,0.015136022670445073
13.802300383397233,0.009977064966992978,0.015138023003833972
14.002333722287048,0.01803118818129018,0.01514002333722287
14.202367061176863,0.027446316202339522,0.015142023670611768
14.402400400066679,0.014857415691121055,0.015144024004000667
14.602433738956494,0.027663173583901614,0.015146024337389565
14.802467077846309,0.0,0.015148024670778462
15.002500416736122,0.02172524503916915,0.01515002500416736
15.202533755625938,0.01584840188346163,0.015152025337556259
15.402567094515753,0.012761966867218217,0.015154025670945157
15.602600433405568,0.015890112216618072,0.015156026004334055
15.802633772295383,0.0,0.015158026337722954
16.002667111185197,0.013402651568411757,0.015160026671111852
